
==> Starting time is t1: 1515285788, Sat Jan  6 16:43:08 PST 2018 

2018-01-06T16:43:08.046-0800	connected to: localhost
2018-01-06T18:10:44.044-0800	[#####...................] jagdb.xaa700m_row	10.4GB/44.3GB (23.5%)
2018-01-06T18:10:47.044-0800	[#####...................] jagdb.xaa700m_row	10.4GB/44.3GB (23.5%)
2018-01-06T18:10:50.044-0800	[#####...................] jagdb.xaa700m_row	10.4GB/44.3GB (23.6%)
2018-01-06T18:10:53.044-0800	[#####...................] jagdb.xaa700m_row	10.4GB/44.3GB (23.6%)
2018-01-06T18:10:56.044-0800	[#####...................] jagdb.xaa700m_row	10.4GB/44.3GB (23.6%)
2018-01-06T18:10:59.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.6%)
2018-01-06T18:11:02.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.6%)
2018-01-06T18:11:05.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.6%)
2018-01-06T18:11:08.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.6%)
2018-01-06T18:11:11.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.6%)
2018-01-06T18:11:14.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.7%)
2018-01-06T18:11:17.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.7%)
2018-01-06T18:11:20.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.7%)
2018-01-06T18:11:23.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.7%)
2018-01-06T18:11:26.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.7%)
2018-01-06T18:11:29.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.7%)
2018-01-06T18:11:32.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.7%)
2018-01-06T18:11:35.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.7%)
2018-01-06T18:11:38.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.8%)
2018-01-06T18:11:41.044-0800	[#####...................] jagdb.xaa700m_row	10.5GB/44.3GB (23.8%)
2018-01-06T18:11:44.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (23.8%)
2018-01-06T18:11:47.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (23.8%)
2018-01-06T18:11:50.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (23.8%)
2018-01-06T18:11:53.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (23.8%)
2018-01-06T18:11:56.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (23.8%)
2018-01-06T18:11:59.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (23.9%)
2018-01-06T18:12:02.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (23.9%)
2018-01-06T18:12:05.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (23.9%)
2018-01-06T18:12:08.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (23.9%)
2018-01-06T18:12:11.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (23.9%)
2018-01-06T18:12:14.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (23.9%)
2018-01-06T18:12:17.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (23.9%)
2018-01-06T18:12:20.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (23.9%)
2018-01-06T18:12:23.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (24.0%)
2018-01-06T18:12:26.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (24.0%)
2018-01-06T18:12:29.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (24.0%)
2018-01-06T18:12:32.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (24.0%)
2018-01-06T18:12:35.044-0800	[#####...................] jagdb.xaa700m_row	10.6GB/44.3GB (24.0%)
2018-01-06T18:12:38.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.0%)
2018-01-06T18:12:41.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.0%)
2018-01-06T18:12:44.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.1%)
2018-01-06T18:12:47.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.1%)
2018-01-06T18:12:50.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.1%)
2018-01-06T18:12:53.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.1%)
2018-01-06T18:12:56.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.1%)
2018-01-06T18:12:59.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.1%)
2018-01-06T18:13:02.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.1%)
2018-01-06T18:13:05.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.2%)
2018-01-06T18:13:08.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.2%)
2018-01-06T18:13:11.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.2%)
2018-01-06T18:13:14.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.2%)
2018-01-06T18:13:17.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.2%)
2018-01-06T18:13:20.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.2%)
2018-01-06T18:13:23.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.2%)
2018-01-06T18:13:26.044-0800	[#####...................] jagdb.xaa700m_row	10.7GB/44.3GB (24.2%)
2018-01-06T18:13:29.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.2%)
2018-01-06T18:13:32.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.3%)
2018-01-06T18:13:35.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.3%)
2018-01-06T18:13:38.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.3%)
2018-01-06T18:13:41.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.3%)
2018-01-06T18:13:44.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.3%)
2018-01-06T18:13:47.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.3%)
2018-01-06T18:13:50.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.3%)
2018-01-06T18:13:53.045-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.4%)
2018-01-06T18:13:56.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.4%)
2018-01-06T18:13:59.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.4%)
2018-01-06T18:14:02.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.4%)
2018-01-06T18:14:05.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.4%)
2018-01-06T18:14:08.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.4%)
2018-01-06T18:14:11.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.4%)
2018-01-06T18:14:14.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.5%)
2018-01-06T18:14:17.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.5%)
2018-01-06T18:14:20.044-0800	[#####...................] jagdb.xaa700m_row	10.8GB/44.3GB (24.5%)
2018-01-06T18:14:23.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.5%)
2018-01-06T18:14:26.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.5%)
2018-01-06T18:14:29.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.5%)
2018-01-06T18:14:32.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.5%)
2018-01-06T18:14:35.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.5%)
2018-01-06T18:14:38.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.6%)
2018-01-06T18:14:41.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.6%)
2018-01-06T18:14:44.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.6%)
2018-01-06T18:14:47.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.6%)
2018-01-06T18:14:50.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.6%)
2018-01-06T18:14:53.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.6%)
2018-01-06T18:14:56.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.6%)
2018-01-06T18:14:59.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.7%)
2018-01-06T18:15:02.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.7%)
2018-01-06T18:15:05.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.7%)
2018-01-06T18:15:08.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.7%)
2018-01-06T18:15:11.044-0800	[#####...................] jagdb.xaa700m_row	10.9GB/44.3GB (24.7%)
2018-01-06T18:15:14.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.7%)
2018-01-06T18:15:17.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.7%)
2018-01-06T18:15:20.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.8%)
2018-01-06T18:15:23.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.8%)
2018-01-06T18:15:26.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.8%)
2018-01-06T18:15:29.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.8%)
2018-01-06T18:15:32.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.8%)
2018-01-06T18:15:35.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.8%)
2018-01-06T18:15:38.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.8%)
2018-01-06T18:15:41.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.8%)
2018-01-06T18:15:44.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.9%)
2018-01-06T18:15:47.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.9%)
2018-01-06T18:15:50.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.9%)
2018-01-06T18:15:53.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.9%)
2018-01-06T18:15:56.044-0800	[#####...................] jagdb.xaa700m_row	11.0GB/44.3GB (24.9%)
2018-01-06T18:15:59.044-0800	[#####...................] jagdb.xaa700m_row	11.1GB/44.3GB (24.9%)
2018-01-06T18:16:02.044-0800	[#####...................] jagdb.xaa700m_row	11.1GB/44.3GB (24.9%)
2018-01-06T18:16:05.044-0800	[#####...................] jagdb.xaa700m_row	11.1GB/44.3GB (25.0%)
2018-01-06T18:16:08.044-0800	[#####...................] jagdb.xaa700m_row	11.1GB/44.3GB (25.0%)
2018-01-06T18:16:11.044-0800	[#####...................] jagdb.xaa700m_row	11.1GB/44.3GB (25.0%)
2018-01-06T18:16:14.044-0800	[#####...................] jagdb.xaa700m_row	11.1GB/44.3GB (25.0%)
2018-01-06T18:16:17.044-0800	[######..................] jagdb.xaa700m_row	11.1GB/44.3GB (25.0%)
2018-01-06T18:16:20.044-0800	[######..................] jagdb.xaa700m_row	11.1GB/44.3GB (25.0%)
2018-01-06T18:16:23.044-0800	[######..................] jagdb.xaa700m_row	11.1GB/44.3GB (25.0%)
2018-01-06T18:16:26.044-0800	[######..................] jagdb.xaa700m_row	11.1GB/44.3GB (25.0%)
2018-01-06T18:16:29.044-0800	[######..................] jagdb.xaa700m_row	11.1GB/44.3GB (25.1%)
2018-01-06T18:16:32.044-0800	[######..................] jagdb.xaa700m_row	11.1GB/44.3GB (25.1%)
2018-01-06T18:16:35.044-0800	[######..................] jagdb.xaa700m_row	11.1GB/44.3GB (25.1%)
2018-01-06T18:16:38.044-0800	[######..................] jagdb.xaa700m_row	11.1GB/44.3GB (25.1%)
2018-01-06T18:16:41.044-0800	[######..................] jagdb.xaa700m_row	11.1GB/44.3GB (25.1%)
2018-01-06T18:16:44.044-0800	[######..................] jagdb.xaa700m_row	11.1GB/44.3GB (25.1%)
2018-01-06T18:16:47.044-0800	[######..................] jagdb.xaa700m_row	11.1GB/44.3GB (25.1%)
2018-01-06T18:16:50.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.1%)
2018-01-06T18:16:53.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.2%)
2018-01-06T18:16:56.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.2%)
2018-01-06T18:16:59.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.2%)
2018-01-06T18:17:02.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.2%)
2018-01-06T18:17:05.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.2%)
2018-01-06T18:17:08.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.2%)
2018-01-06T18:17:11.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.2%)
2018-01-06T18:17:14.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.3%)
2018-01-06T18:17:17.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.3%)
2018-01-06T18:17:20.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.3%)
2018-01-06T18:17:23.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.3%)
2018-01-06T18:17:26.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.3%)
2018-01-06T18:17:29.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.3%)
2018-01-06T18:17:32.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.3%)
2018-01-06T18:17:35.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.4%)
2018-01-06T18:17:38.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.4%)
2018-01-06T18:17:41.044-0800	[######..................] jagdb.xaa700m_row	11.2GB/44.3GB (25.4%)
2018-01-06T18:17:44.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.4%)
2018-01-06T18:17:47.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.4%)
2018-01-06T18:17:50.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.4%)
2018-01-06T18:17:53.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.4%)
2018-01-06T18:17:56.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.4%)
2018-01-06T18:17:59.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.5%)
2018-01-06T18:18:02.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.5%)
2018-01-06T18:18:05.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.5%)
2018-01-06T18:18:08.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.5%)
2018-01-06T18:18:11.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.5%)
2018-01-06T18:18:14.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.5%)
2018-01-06T18:18:17.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.5%)
2018-01-06T18:18:20.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.6%)
2018-01-06T18:18:23.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.6%)
2018-01-06T18:18:26.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.6%)
2018-01-06T18:18:29.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.6%)
2018-01-06T18:18:32.044-0800	[######..................] jagdb.xaa700m_row	11.3GB/44.3GB (25.6%)
2018-01-06T18:18:35.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.6%)
2018-01-06T18:18:38.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.6%)
2018-01-06T18:18:41.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.6%)
2018-01-06T18:18:44.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.7%)
2018-01-06T18:18:47.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.7%)
2018-01-06T18:18:50.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.7%)
2018-01-06T18:18:53.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.7%)
2018-01-06T18:18:56.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.7%)
2018-01-06T18:18:59.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.7%)
2018-01-06T18:19:02.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.7%)
2018-01-06T18:19:05.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.7%)
2018-01-06T18:19:08.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.8%)
2018-01-06T18:19:11.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.8%)
2018-01-06T18:19:14.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.8%)
2018-01-06T18:19:17.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.8%)
2018-01-06T18:19:20.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.8%)
2018-01-06T18:19:23.044-0800	[######..................] jagdb.xaa700m_row	11.4GB/44.3GB (25.8%)
2018-01-06T18:19:26.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (25.8%)
2018-01-06T18:19:29.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (25.9%)
2018-01-06T18:19:32.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (25.9%)
2018-01-06T18:19:35.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (25.9%)
2018-01-06T18:19:38.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (25.9%)
2018-01-06T18:19:41.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (25.9%)
2018-01-06T18:19:44.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (25.9%)
2018-01-06T18:19:47.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (25.9%)
2018-01-06T18:19:50.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (26.0%)
2018-01-06T18:19:53.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (26.0%)
2018-01-06T18:19:56.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (26.0%)
2018-01-06T18:19:59.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (26.0%)
2018-01-06T18:20:02.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (26.0%)
2018-01-06T18:20:05.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (26.0%)
2018-01-06T18:20:08.044-0800	[######..................] jagdb.xaa700m_row	11.5GB/44.3GB (26.0%)
2018-01-06T18:20:11.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.0%)
2018-01-06T18:20:14.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.1%)
2018-01-06T18:20:17.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.1%)
2018-01-06T18:20:20.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.1%)
2018-01-06T18:20:23.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.1%)
2018-01-06T18:20:26.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.1%)
2018-01-06T18:20:29.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.1%)
2018-01-06T18:20:32.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.1%)
2018-01-06T18:20:35.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.2%)
2018-01-06T18:20:38.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.2%)
2018-01-06T18:20:41.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.2%)
2018-01-06T18:20:44.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.2%)
2018-01-06T18:20:47.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.2%)
2018-01-06T18:20:50.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.2%)
2018-01-06T18:20:53.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.2%)
2018-01-06T18:20:56.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.2%)
2018-01-06T18:20:59.044-0800	[######..................] jagdb.xaa700m_row	11.6GB/44.3GB (26.3%)
2018-01-06T18:21:02.044-0800	[######..................] jagdb.xaa700m_row	11.7GB/44.3GB (26.3%)
2018-01-06T18:21:05.044-0800	[######..................] jagdb.xaa700m_row	11.7GB/44.3GB (26.3%)
2018-01-06T18:21:08.044-0800	[######..................] jagdb.xaa700m_row	11.7GB/44.3GB (26.3%)
2018-01-06T18:21:11.044-0800	[######..................] jagdb.xaa700m_row	11.7GB/44.3GB (26.3%)
2018-01-06T18:21:14.044-0800	[######..................] jagdb.xaa700m_row	11.7GB/44.3GB (26.3%)
2018-01-06T18:21:17.044-0800	[######..................] jagdb.xaa700m_row	11.7GB/44.3GB (26.3%)
2018-01-06T18:21:20.044-0800	[######..................] jagdb.xaa700m_row	11.7GB/44.3GB (26.4%)
2018-01-06T18:21:23.044-0800	[######..................] jagdb.xaa700m_row	11.7GB/44.3GB (26.4%)
2018-01-06T18:21:26.044-0800	[######..................] jagdb.xaa700m_row	11.7GB/44.3GB (26.4%)
